B001BXXG7Y,,,,141.0,141.0
B001DXMORK,,,,,111.0
B001GG05AC,813.0,813.0,813.0,813.0,813.0
B001GG67LI,299.0,,299.0,,299.0
B001GG88OM,,430.0,430.0,430.0,430.0
B001GG88UG,,38.0,,,
B001GRVME4,,,18.0,,18.0
B001GUFOVS,,,157.0,157.0,157.0
B001M51VHI,,,147.0,147.0,147.0
B001MGB3AW,,,,,64.0
B001OEIKC6,,47.0,47.0,47.0,47.0
B001P9D76Y,,,,299.0,
B001P9IHSC,609.0,609.0,,609.0,
B001RJM1BO,29.0,29.0,29.0,29.0,
B001T56PJA,,,,,13.0
B0022SNVKO,207.0,207.0,207.0,207.0,207.0
B002481S84,,,,,555.0
B002481YMY,,168.0,168.0,168.0,168.0
B00264GHOG,62.0,62.0,,,62.0
B00274QFEM,693.0,693.0,693.0,693.0,693.0
B00275SWJC,,,,27.0,27.0
B0027XQ79G,17.0,,,,17.0
B002A5FGEI,179.0,,,179.0,179.0
B002A5L1NS,523.0,,523.0,523.0,523.0
B002AQA5CK,,,,415.0,
B002CZTQ24,82.0,82.0,82.0,,82.0
B002D89VHK,,913.0,,913.0,
B002D8DWAC,,2163.0,,2163.0,2163.0
B002DTDKI0,,,,,32.0
B002F4OMM6,175.0,175.0,175.0,175.0,175.0
B002G7VCMK,,,,,7.0
B002HMLY0Y,,22.0,,,22.0
B002KUXXDO,,,,,11.0
B002KV5JQW,2150.0,,2150.0,2150.0,2150.0
B002NQRS2W,877.0,877.0,877.0,877.0,877.0
B002OFW9YO,,,564.0,,
B002PYPNWE,,,,14.0,14.0
B002Q62MWK,463.0,463.0,463.0,463.0,463.0
B002QKHPHS,786.0,786.0,786.0,786.0,786.0
B002R2IWL8,410.0,410.0,410.0,410.0,410.0
B002SIFQUQ,2475.0,2475.0,2475.0,2475.0,2475.0
B002T3D6IO,,,,,22.0
B002T3H2DY,,,,21.0,21.0
B002T4MBWU,,,,,19.0
B002UAM402,8.0,,,,
B002UJKTFK,,,,13.0,13.0
B002Y23RPM,12.0,,12.0,,12.0
B002Y23RSO,15.0,,,,15.0
B002Y29IYG,,,,33.0,
B002YDFOLQ,59.0,,,,59.0
B002YQGQ2E,102.0,,102.0,102.0,102.0
B002ZPFM2O,,8.0,,,
B0030KEPBW,,,,,7.0
B0031QDOHQ,,,141.0,141.0,141.0
B0031QHBHA,141.0,,,141.0,141.0
B00351T5KC,,,13.0,,13.0
B00362ML6A,,,139.0,,139.0
B00362TV86,,,,212.0,212.0
B00362VUOE,,,,60.0,60.0
B0036BP8P2,,,,141.0,141.0
B0036V0JYC,,,137.0,137.0,137.0
B0039VTLHA,23.0,,,,23.0
B003ASHZX4,,,,31.0,31.0
B003AT6TSA,,,,,29.0
B003BVK2A8,,,24.0,,24.0
B003C70Z44,117.0,117.0,117.0,117.0,117.0
B003C7AZPI,,105.0,105.0,105.0,105.0
B003DWYJM2,,,154.0,154.0,154.0
B003E1UVKQ,,,,405.0,
B003FBV4JW,,,,,17.0
B003H0MLOI,,,123.0,123.0,123.0
B003HVFTQE,347.0,347.0,347.0,347.0,347.0
B003ICNF8G,,,,,555.0
B003ICYZ9E,,,,,411.0
B003JJ99M4,74.0,,74.0,74.0,74.0
B003L5CUT0,,,,,25.0
B003PM6KNQ,,43.0,,,43.0
B003RPYKLK,529.0,529.0,529.0,529.0,529.0
B003S0E438,524.0,,,524.0,524.0
B003TLPZUM,,,67.0,67.0,67.0
B003UO83TS,,,,,6.0
B003VLYOIO,,,403.0,,403.0
B003WP0PHS,50.0,,,50.0,50.0
B003X3DEI6,405.0,405.0,405.0,405.0,405.0
B003ZJGPPW,,940.0,,,
B00407KHFC,,,,,49.0
B00408CUBU,,,,325.0,325.0
B00408CV5A,143.0,,,143.0,143.0
B0040Z9EWQ,,,,12.0,
B0040Z9EYE,12.0,,,,
B0040ZGSE8,,,,,555.0
B0041JJSTU,,313.0,,,
B0046R09J0,,,10.0,,
B0046W29NE,57.0,,57.0,57.0,57.0
B0047EA48I,,,,,373.0
B0047QJHFW,,,,,693.0
B004813HFM,121.0,121.0,121.0,121.0,121.0
B004E34VKO,,,,,2.0
B004FM1P08,,97.0,,,
B004GMOYLY,,29.0,29.0,,29.0
B004I7KT3O,,,,,1.0
B004L3HGJK,,,15.0,,15.0
B004LHEJ5K,,,,,3.0
B004MGMIRQ,,,1866.0,1866.0,1866.0
B004NHULWS,,,,,1.0
B004NPGYDK,,,,15.0,
B004NPISV6,,,110.0,110.0,110.0
B004O7EP7E,,,,,59.0
B004OHEQFK,,,,,39.0
B004OSHVRO,,,,,10.0
B004P958EA,,,,,19.0
B004PAHSD8,,,,170.0,170.0
B004QQA1LW,,,19.0,,19.0
B004T6C95U,,,20.0,,20.0
B004UM9XXO,,,,6.0,
B004UUK2SG,97.0,,,97.0,97.0
B004UUK2XQ,,,,,78.0
B004UUK8CG,,,,,218.0
B004WCMKA0,2013.0,2013.0,2013.0,2013.0,2013.0
B004WKUE1O,,,,,3.0
B004WOSVEM,42.0,,,,
B004XHXGP2,122.0,,122.0,122.0,122.0
B0050JD7I8,482.0,482.0,482.0,482.0,482.0
B0051J84S0,98.0,,,,98.0
B0052WX5XK,,,91.0,,91.0
B0054QXA5W,77.0,77.0,77.0,77.0,77.0
B00557FQG6,,,,3.0,3.0
B00557FR9W,,,,,3.0
B0055RQB8S,,,,57.0,57.0
B0056LMDB2,,,,20.0,
B005BR2IWU,,,,,1.0
B005DS7OLC,,,,,66.0
B005HJ0QLC,186.0,186.0,186.0,186.0,186.0
B005J8XC26,967.0,967.0,967.0,967.0,967.0
B005K8WW7G,189.0,189.0,189.0,189.0,189.0
B005KBSDEE,,,,,2.0
B005KKBO6O,,,35.0,35.0,35.0
B005KSZ4MQ,,,,,38.0
B005N6Z1OQ,,86.0,,86.0,86.0
B005N6Z1R8,,,46.0,46.0,46.0
B005N6Z1SC,,97.0,97.0,97.0,97.0
B005N6Z1SM,,70.0,70.0,70.0,70.0
B005NDHO2G,,,35.0,35.0,35.0
B005O23WZY,,,,13.0,13.0
B005OBZTHE,42.0,42.0,42.0,42.0,42.0
B005OCTUU0,120.0,120.0,120.0,120.0,120.0
B005OCTV0E,,66.0,,,66.0
B005PU01L8,,,,46.0,46.0
B005TKVM2G,183.0,,183.0,183.0,183.0
B005UYX6MA,,54.0,54.0,,54.0
B0060RE21A,,,5.0,,
B00638NO24,,,,,1.0
B0064AQJS2,,,5.0,,
B006IN3GGS,,,5.0,,
B006LX9UB0,,,,555.0,555.0
B006MKH25S,,,,,87.0
B006VS1I4W,497.0,497.0,497.0,,497.0
B006WERZNS,,,1198.0,1198.0,1198.0
B006WP6C4K,,,,,10.0
B006X2AB5S,,447.0,447.0,447.0,447.0
B006X2AHUM,912.0,912.0,912.0,912.0,912.0
B006X6HHFQ,95.0,,95.0,,95.0
B006ZUUU9A,160.0,160.0,160.0,160.0,160.0
B00717BWFM,,,,,8.0
B00725XAD0,114.0,,114.0,,114.0
B00767OPLU,127.0,,,127.0,127.0
B00767QAW2,28.0,28.0,28.0,,
B0078P8PM0,,,,,8.0
B00795ZRWU,22.0,22.0,22.0,22.0,
B007A3ECWM,560.0,560.0,560.0,560.0,560.0
B007F0TN38,147.0,,,147.0,147.0
B007F0TO3W,,,,22.0,22.0
B007F0V7IM,686.0,686.0,,686.0,686.0
B007F0ZQHA,,,,,47.0
B007I9EEP8,,,,,5.0
B007N5YE1Q,,,,,12.0
B007ORWZ7S,482.0,482.0,482.0,482.0,482.0
B007PO1VNO,,,,1.0,
B007PU33WA,,,,,6.0
B007TXISTQ,,,,,11.0
B007UKPBDY,,,,2.0,
B007UPW7JA,76.0,,,,
B007VDIGD2,80.0,,80.0,,80.0
B007VDJ23K,72.0,,,,72.0
B007WA497G,,,,,27.0
B007XFBQF8,,,57.0,,57.0
B007XFBREI,,,54.0,54.0,54.0
B007XL3PII,,95.0,,95.0,95.0
B007Z34KEM,28.0,,,,
B0081Z5J52,,8.0,,,8.0
B0081Z5ORK,,,,,6.0
B0083EPJ1U,573.0,573.0,573.0,573.0,573.0
B00874BDYI,,,,25.0,25.0
B0087Z6ISS,,,,,10.0
B00886JMAM,,,,,33.0
B00886JP04,,,,,36.0
B00893OINU,1536.0,,1536.0,,1536.0
B0089W1M26,,,,,5.0
B0089XDWXM,,,,1.0,
B0089ZK08A,,2.0,,,
B008DZB5JE,,,,,2.0
B008GE2IU2,,,,77.0,77.0
B008HJQ2JE,,,,,3.0
B008HODSVY,,,,,22.0
B008HTI72O,,,,,11.0
B008MNYUDU,16.0,,16.0,16.0,
B008MQCC3C,,,,,6.0
B008ND0HPE,,,16.0,,16.0
B008PTI1DG,,,60.0,60.0,60.0
B008R2LFFM,,,,,11.0
B008ROG5UK,,,,17.0,17.0
B008ROG7VM,,,,,11.0
B008ROG89S,,,28.0,,28.0
B008ROGBSG,10.0,,10.0,,
B008SC8XWO,,39.0,,39.0,39.0
B008V8QDV8,,2.0,,,
B008VVUJIS,21.0,,21.0,21.0,
B008WUXM5U,,,27.0,27.0,27.0
B008YXALQS,,,,,107.0
B0091J4GQ0,58.0,58.0,,58.0,58.0
B0097B6G5G,,,,1.0,
B0098LJS5K,,,15.0,,15.0
B00991RC1G,,,,,31.0
B009DKSTOW,,,,555.0,
B009I9G9JU,,,1.0,,
B009JH0WLM,,,,39.0,
B009KU34FO,,,,10.0,10.0
B009LRQWUU,39.0,39.0,,,
B009M8SZ2Q,,,4.0,,
B009PADH42,2.0,,,,
B009PNSOHO,,,,28.0,28.0
B009STF0K4,,,,10.0,
B009SWFPZG,,,,,137.0
B009UK1NQG,,,,,137.0
B009UK21OY,137.0,,,,137.0
B009VM7MC2,,,,,5.0
B009YVZLHS,,,,,3.0
B00A1OX28M,,,4.0,,
B00A3DHKUM,,,,,20.0
B00A3KOAHG,2.0,,,,2.0
B00ABVTPOK,2.0,,,,
B00AMLTWSS,,,,,30.0
B00ARUCMWM,282.0,282.0,282.0,282.0,282.0
B00AWZEHDE,,,,21.0,21.0
B00AXYK4YU,,,,,187.0
B00B5V74SY,,,,99.0,
B00B9L8Q5K,,50.0,,50.0,50.0
B00BBB5OLM,,138.0,,,138.0
B00BD8R32G,4.0,,4.0,,
B00BDMNEY8,345.0,,345.0,345.0,345.0
B00BDMNIJO,808.0,808.0,808.0,808.0,808.0
B00BFMRW9E,,,,,3.0
B00BGYQYTA,,4.0,,,
B00BH0SDZG,,,,,5.0
B00BJKUFZK,144.0,144.0,144.0,144.0,144.0
B00BMU6USI,,,,,2475.0
B00BU5BFGW,121.0,121.0,121.0,121.0,121.0
B00C1TT0B8,,,,11.0,
B00C2U6JII,,,,141.0,141.0
B00CAA1MU0,,,,,55.0
B00CBY9EIC,,,,,1.0
B00CL85DT2,3969.0,3969.0,3969.0,3969.0,3969.0
B00CMAR62Q,87.0,,87.0,,
B00CONRJ8C,,,,,10.0
B00CP8IGP6,523.0,523.0,523.0,523.0,523.0
B00CRP4SVS,5.0,,,,5.0
B00CS4OZKM,,,,,12.0
B00CYRVFOM,2475.0,2475.0,2475.0,2475.0,2475.0
B00DGDO1Q2,,,,23.0,
B00DNNTZSO,,82.0,,82.0,82.0
B00DNNYD2M,,,82.0,82.0,82.0
B00DNO0PQE,,,82.0,82.0,82.0
B00DQ2IMEU,,,90.0,,90.0
B00DU055S4,,,,77.0,
B00DVLI72S,101.0,101.0,101.0,101.0,101.0
B00E24BM2U,5175.0,5175.0,5175.0,5175.0,5175.0
B00E24BYMI,717.0,717.0,717.0,717.0,717.0
B00EJDBSD2,,,2475.0,,
B00EJRMM60,,,7.0,,
B00EKK1QMM,,,71.0,,71.0
B00ELT68CK,41.0,,41.0,41.0,41.0
B00EQW9TQ4,,,,,2.0
B00EQWBXH2,,,,,5.0
B00F008K7A,,,,,9.0
B00F0W2AJC,,,,,70.0
B00F63L8HK,,,,,54.0
B00F8ZXAM2,,,,,4.0
B00F9FP8B2,,,,,12.0
B00F9IG5QQ,54.0,,,,54.0
B00FBWBOIO,,,,34.0,34.0
B00FDNDIZ8,50.0,,,50.0,50.0
B00FE90VN8,,,,,26.0
B00FE91HZO,,,,,50.0
B00FEPN774,160.0,,,160.0,160.0
B00FGAET6A,141.0,141.0,141.0,141.0,141.0
B00FI154GG,,,4.0,,
B00FO2G9BS,,,395.0,395.0,395.0
B00FOQ6LHQ,,,,,5.0
B00FQBRK5G,,,,,33.0
B00FQC2TBA,2.0,,,,
B00FSBM5HW,,,,,2475.0
B00G1IVWGQ,457.0,457.0,457.0,,457.0
B00GBPB9US,132.0,132.0,132.0,132.0,132.0
B00GG0F63E,,282.0,,282.0,282.0
B00GG48DJO,13.0,,,,13.0
B00GH143BS,,,,,3.0
B00GKXX68Y,20.0,,,,20.0
B00GLZ06O8,,,5.0,,
B00GM30UVI,,,6.0,,
B00GM3DGVO,,,,5.0,
B00GUO5RQW,,,,,12.0
B00GX3DUN2,,,,,18.0
B00GZY11NU,87.0,87.0,,,
B00H9FOCU8,,,,,17.0
B00HATN2UO,,,10.0,,10.0
B00HAW17JE,,,,,45.0
B00HHGGKV8,190.0,190.0,190.0,,190.0
B00HQRQ9AU,,,,,15.0
B00HWFMA86,12.0,,,,
B00I2JU8H6,,,,67.0,67.0
B00I5492OS,,,,28.0,
B00I8HZCVY,,21.0,,,21.0
B00ID0I6GO,158.0,,158.0,158.0,158.0
B00IHQFOT6,,,40.0,40.0,40.0
B00II98MQ4,12.0,,,,12.0
B00IIVUI9G,58.0,,58.0,58.0,58.0
B00IPN3948,,,,,9.0
B00IPQWEWS,88.0,88.0,88.0,88.0,88.0
B00IRK2N50,,,,,91.0
B00IWCSS0C,,,,,15.0
B00J0HWJY4,,,,19.0,19.0
B00J0U6T2E,,,,,354.0
B00J0U73YC,,411.0,411.0,411.0,411.0
B00JJRO0Q0,232.0,,,232.0,232.0
B00K0XHAGY,,31.0,,,
B00K6H4WGK,,,,,3.0
B00K6Z1DDC,,,,,262.0
B00K71XSXI,,,,19.0,19.0
B00K89KU30,,,,44.0,44.0
B00KRXRB0W,85.0,,,85.0,85.0
B00KS1VFS2,306.0,,306.0,306.0,306.0
B00KS1VGVI,,,,,306.0
B00KSAD4X2,,,,,11.0
B00KTFNUXU,101.0,,101.0,101.0,101.0
B00LBO2GTW,,,,23.0,
B00LBOSSTO,,,,20.0,20.0
B00LEXTQOS,73.0,73.0,,73.0,
B00LFWYUWQ,7.0,7.0,,,
B00LNDFN1O,,,,,904.0
B00LPNNGCK,163.0,163.0,163.0,163.0,163.0
B00LSWQYHC,56.0,,56.0,56.0,56.0
B00LU0YTCY,,,56.0,56.0,56.0
B00LV0XWB2,1961.0,1961.0,1961.0,1961.0,1961.0
B00LVJHNPO,,,62.0,62.0,62.0
B00M15RXQG,,,25.0,,25.0
B00M28EVSK,96.0,96.0,,96.0,96.0
B00MBS61UC,,,,,117.0
B00MH5GUB4,119.0,119.0,,,
B00MI1GKYY,,,,,32.0
B00MILRR14,,,,,13.0
B00MLFKDJK,,,,62.0,
B00MNUKG8Q,,,,,90.0
B00MOF2Z3E,1333.0,1333.0,1333.0,1333.0,1333.0
B00MTVNJJC,1220.0,,1220.0,1220.0,1220.0
B00MTZCJNK,,,,3.0,3.0
B00MYNPVBY,,144.0,,,144.0
B00MZO5Q08,,,,,7.0
B00N2IRUKK,110.0,110.0,110.0,110.0,110.0
B00N4VUTCG,171.0,,,171.0,171.0
B00N6JNMIE,,,1.0,,
B00N6JPRBO,3.0,,,,
B00N6K3V20,30.0,30.0,30.0,,30.0
B00NB2E4XI,68.0,68.0,68.0,68.0,68.0
B00NI54OMO,403.0,403.0,403.0,403.0,403.0
B00NIWP804,,,,91.0,91.0
B00NMVIG7S,,183.0,183.0,183.0,183.0
B00NMVR5FC,,,,183.0,183.0
B00NMVWJN0,183.0,183.0,183.0,,183.0
B00NMWRS8U,,,,,28.0
B00NQGQIB0,,,,,78.0
B00NWXNZUY,,,11.0,,
B00NYOKDO2,,,,,78.0
B00NYXT8LW,,,183.0,183.0,183.0
B00O09LYE8,,,183.0,183.0,183.0
B00O3GYDQ4,,,183.0,183.0,183.0
B00O6E1CO4,,,,77.0,77.0
B00OBUY0II,,,98.0,98.0,98.0
B00OJHM8DW,17.0,,,,17.0
B00OKWYA5K,,,,100.0,
B00OL5NC1Y,,,18.0,,18.0
B00OZMA7I4,,61.0,,,
B00P2SKTVU,,45.0,45.0,45.0,45.0
B00P3XWQ5G,53.0,,53.0,,53.0
B00PBBXQV8,,,,,5.0
B00PO4CUP0,23.0,,,,23.0
B00Q3E16UK,,,,262.0,262.0
B00Q3ECCIK,351.0,351.0,351.0,351.0,351.0
B00R2FHJC8,,,,,33.0
B00RIEMF0O,,,,,9.0
B00RNI33G0,,,,,28.0
B00SD8ESQ8,3.0,,,,
B00SFZWIKW,,,,566.0,
B00SK6UFBK,,,,,3.0
B00TDNJ1SW,1090.0,,,1090.0,1090.0
B00TDNNUMK,,,,,1090.0
B00TDNWIXM,913.0,913.0,913.0,913.0,913.0
B00TDNZ31Q,,1090.0,,,1090.0
B00TDO2084,,1090.0,,,1090.0
B00TDODNH6,1090.0,1090.0,1090.0,1090.0,1090.0
B00TDOJ0N2,,1090.0,,,
B00TDP0KFI,,,,,1090.0
B00TDP5RRO,,,913.0,,913.0
B00TDPSJ74,,,,,913.0
B00TIKFGQG,96.0,,,96.0,96.0
B00TL3SNK6,93.0,93.0,,,93.0
B00TR4OZ56,,197.0,197.0,197.0,197.0
B00TR69NO2,,,,,15.0
B00U1STRIC,183.0,183.0,183.0,,183.0
B00U4ZXZWQ,,,230.0,,230.0
B00U838J34,,,183.0,183.0,183.0
B00UHCLD1G,,,,,17.0
B00UKI5WXC,,,,44.0,
B00UNIK42I,1618.0,1618.0,1618.0,1618.0,1618.0
B00UPAZ3AW,,,,,17.0
B00UZH6HC8,,,13.0,,
B00V0XET08,,,,,36.0
B00V3QUE4C,,,,93.0,93.0
B00VC1PAGU,,,,,7.0
B00VKBTLX0,388.0,388.0,388.0,388.0,388.0
B00WQES6KY,,,,,16.0
B00WRMPVX0,,,,,391.0
B00WXYP0E2,,,40.0,,40.0
B00X6AP1S2,,,,,259.0
B00XW8NTZK,,,,,77.0
B00XWTZ37G,3.0,,,,
B00Y21VBEC,,,,,4.0
B00Y8JZFCC,,,78.0,,78.0
B00YAUXX6E,,,,,2.0
B00ZBOX4LC,831.0,,831.0,831.0,831.0
B00ZPX82UC,,,,,5.0
B00ZRPJVCQ,,,,,5.0
B00ZYSDA32,,,,,76.0
B0106MGR9E,,119.0,,,119.0
B010CA1WY0,,,,,4.0
B010GF1WUA,,,,,22.0
B010TFJD8K,,,,36.0,36.0
B010VIQRCK,,,,9.0,
B010W24E7K,966.0,,966.0,966.0,966.0
B011A85TZ6,,,,,58.0
B011A8WJ7M,,,,,18.0
B011AKI2PS,11.0,,11.0,11.0,11.0
B011EG5LNO,17.0,,,,17.0
B0129I9678,,,,,13.0
B012BNR9O8,,26.0,26.0,,26.0
B012FCA7LC,,,,,4.0
B012H5JQKA,99.0,99.0,,,99.0
B012HEQ4K6,211.0,211.0,,211.0,211.0
B012QJD1CQ,,7.0,,,
B012XMLCKY,,,34.0,,34.0
B012XMM9YC,,,79.0,79.0,
B012XMMI16,,,,,18.0
B012XMMP5K,,,,,52.0
B012XVX9X8,,,,17.0,17.0
B012XW0SBI,,,,207.0,207.0
B012XW47O2,70.0,,,,70.0
B0134JHVZU,,,226.0,226.0,226.0
B013AW4FZA,,,,,9.0
B013AXQUBQ,,,,,3.0
B013FWDDZI,,49.0,49.0,49.0,49.0
B013NA3P9Q,,,114.0,114.0,114.0
B0147YW0FW,,,,,22.0
B014E6TW9K,61.0,,,61.0,61.0
B014EVO28G,45.0,,,,45.0
B014GCE77E,1387.0,1387.0,1387.0,1387.0,1387.0
B014LKKSUQ,,,,,10.0
B014YU560U,38.0,,38.0,,38.0
B0153RQYIG,,,,,25.0
B015OWBR3M,,,,,6.0
B015PA1KGC,,146.0,146.0,,146.0
B015SKSQUW,,,78.0,,78.0
B0167JYWJ2,249.0,,,,249.0
B0176IESKG,4191.0,4191.0,4191.0,4191.0,4191.0
B017A06IM6,1901.0,1901.0,1901.0,1901.0,1901.0
B017AK9N00,,,,,52.0
B017BTKWM8,,,15.0,,
B017GCQVZW,,,,,15.0
B017MRGRRS,183.0,183.0,,183.0,
B017O7VXSY,371.0,371.0,,371.0,371.0
B017ST0ITS,,,73.0,,73.0
B017T8TI08,76.0,,,76.0,76.0
B017Y190WQ,,,,306.0,
B0187RUMQE,337.0,,337.0,,337.0
B018E4E8QK,,,,,15.0
B018F3W8AS,18.0,,,,
B018F9LPR4,,359.0,,359.0,359.0
B019HP0QJS,,,,27.0,27.0
B019J1Z74E,,,,68.0,68.0
B019KOJJEE,,,,,26.0
B019KP8RSM,,,,79.0,79.0
B019NSJMNU,,,,,65.0
B01A1HJVLA,212.0,,212.0,,212.0
B01AKDOCL4,,,93.0,,
B01APPHVDI,10.0,,,,
B01ATU556O,,,254.0,254.0,254.0
B01B1UA7ZU,,1231.0,1231.0,,1231.0
B01B8AMJY0,233.0,233.0,,,233.0
B01BHFXW92,,,,137.0,
B01BKWUUEC,,,73.0,73.0,73.0
B01BM28TB6,644.0,,,644.0,644.0
B01C3DVLZO,110.0,110.0,,110.0,110.0
B01C5GS4EU,,48.0,,,48.0
B01C7PK4XI,,19.0,19.0,19.0,19.0
B01CAUKX9A,,,,,6.0
B01CCDXIGK,107.0,,107.0,107.0,107.0
B01CSC7F3M,114.0,114.0,,114.0,114.0
B01CU12NII,,,,,21.0
B01CZW6XLA,,,,,16.0
B01D3FX3KM,,,,,6.0
B01D65AA32,,,,,144.0
B01D6T17BC,,,,55.0,55.0
B01D9R8IKY,,8.0,,,
B01DL935R6,,,,14.0,
B01DL990XY,,,,,5.0
B01DOV9YJY,,,,,4.0
B01DR9184M,,,,,25.0
B01DV4UGK0,,,,,6.0
B01DWFFC3Y,,328.0,,,328.0
B01DWGMWJK,,,,,328.0
B01EAHXELK,23.0,,,23.0,23.0
B01ECGXM98,1.0,,,,
B01ECGZDSG,,,9.0,,
B01ECGZE4Y,5.0,,,,
B01ECGZE9O,,,,,6.0
B01ECGZJT4,,,,,7.0
B01ECS80CK,,,,,9.0
B01EV5FG80,,876.0,876.0,876.0,876.0
B01EYQFVHM,1727.0,1727.0,1727.0,1727.0,1727.0
B01EYQYBBE,1727.0,,1727.0,1727.0,1727.0
B01F7OBHT6,,,,,4.0
B01F9U29NG,,,,,28.0
B01FDW2UK2,2.0,,,,
B01FE02NZ0,,,,,12.0
B01FPUXD7Q,,,,127.0,127.0
B01FQ17FTQ,,,123.0,123.0,123.0
B01FQ2GDQG,,,,,15.0
B01FWHLP9U,,30.0,,,
B01G2IFKE4,5524.0,,5524.0,5524.0,5524.0
B01G2TD46Y,,,,,33.0
B01G3E1XT8,7054.0,7054.0,7054.0,7054.0,7054.0
B01G49M9WM,8.0,,8.0,,8.0
B01G5YZKRC,,,,,6.0
B01GK2I27O,,,,,3.0
B01GP2W888,73.0,73.0,73.0,73.0,73.0
B01GQIRQHY,,,,,11.0
B01GWSIT8I,,,,30.0,30.0
B01H3R49ZO,,,,,73.0
B01H3W663C,,77.0,,77.0,77.0
B01H43IPRU,,,,,55.0
B01H4DXCC8,10.0,,,,10.0
B01H7KAJH4,,,,,355.0
B01HQI448M,548.0,548.0,,548.0,548.0
B01I1VK4ZA,3417.0,3417.0,3417.0,3417.0,3417.0
B01I1VK522,,,,223.0,223.0
B01I5MVSB4,,,,,44.0
B01I5YMBNG,,,,,13.0
B01IAE4RFQ,144.0,,,144.0,144.0
B01IOE6WE6,55.0,,,,
B01IPLLG3U,156.0,156.0,,156.0,156.0
B01IR35YAC,,,,,67.0
B01KCJBTW6,,3.0,,,
B01KWHWJMW,86.0,,86.0,86.0,86.0
B01KXYF91W,174.0,174.0,174.0,174.0,174.0
B01L5DTDMG,35.0,,,,35.0
B01L6SSK5Q,,,,,261.0
B01L9R8M7U,,,300.0,300.0,300.0
B01LWD1BMJ,,,,116.0,116.0
B01LX3QPXW,29.0,,,,29.0
B01LX80TTZ,,,,,41.0
B01LXEZL12,,,,38.0,38.0
B01LXQGBY2,,19.0,,,19.0
B01LY0H72L,,,,,70.0
B01LYOEXMA,,,,,91.0
B01LYS4DUJ,173.0,,173.0,,173.0
B01LZ02XSK,,91.0,,91.0,91.0
B01LZA8VHP,,,,,153.0
B01LZW8L1M,1011.0,,,1011.0,1011.0
B01M06AI64,,,184.0,184.0,184.0
B01M0C7MQE,,,,,8.0
B01M19KTN2,38.0,,38.0,38.0,38.0
B01M22NKAR,,,,,4.0
B01M32HVM0,74.0,,,,74.0
B01M35LCH9,60.0,60.0,,,60.0
B01M3R6M4E,2230.0,2230.0,2230.0,2230.0,2230.0
B01M3RMTVI,,,,,43.0
B01M58ETYC,,,372.0,,
B01M5GLE6B,222.0,,,222.0,222.0
B01M70H063,,,5.0,,
B01M72FHBO,,,,,82.0
B01M7SW0R0,,,,,212.0
B01MCS7CCE,28.0,,,,28.0
B01MDOBPKO,879.0,879.0,879.0,879.0,879.0
B01MDSW6P6,,,,,16.0
B01MG0KSI8,,,,,3.0
B01MQ0ECW3,,,,,289.0
B01MRU034T,1.0,,,,
